 #    i     x              ref(x)   imf(x)    k   th(k)    reF(k)    imF(k)    reF-1(x)   imF-1(x)
    860   13.594       184.7900       0.000000        135.1      0.1095957E-03  0.3281443E-02  0.6369164E-17   184.7900     -0.2230080E-13
    861   13.633       185.8536       0.000000        135.2     -0.1093412E-03  0.3318365E-02  0.3511199E-15   185.8536      0.7717660E-14
    862   13.672       186.9202       0.000000        135.4      0.1090877E-03  0.3355977E-02 -0.4749225E-16   186.9202     -0.9186559E-14
    863   13.711       187.9898       0.000000        135.6     -0.1088350E-03  0.3394296E-02  0.5541938E-15   187.9898     -0.2335659E-13
    864   13.750       189.0625       0.000000        135.7      0.1085832E-03  0.3433341E-02   0.000000       189.0625      0.8361501E-14
    865   13.789       190.1382       0.000000        135.9     -0.1083323E-03  0.3473129E-02 -0.4284927E-15   190.1382      0.1737145E-13
    866   13.828       191.2170       0.000000        136.0      0.1080823E-03  0.3513679E-02  0.1288076E-15   191.2170     -0.8774030E-14
    867   13.867       192.2989       0.000000        136.2     -0.1078331E-03  0.3555010E-02  0.3967341E-16   192.2989      0.1361057E-13
    868   13.906       193.3838       0.000000        136.3      0.1075848E-03  0.3597144E-02 -0.8250569E-16   193.3838     -0.1444161E-13
    869   13.945       194.4717       0.000000        136.5     -0.1073373E-03  0.3640100E-02 -0.1787615E-15   194.4717     -0.2924677E-14
    870   13.984       195.5627       0.000000        136.7      0.1070907E-03  0.3683899E-02 -0.1804882E-16   195.5627      0.1261301E-13
    871   14.023       196.6568       0.000000        136.8     -0.1068449E-03  0.3728565E-02  0.9741790E-16   196.6568      0.2029096E-13
    872   14.062       197.7539       0.000000        137.0      0.1066000E-03  0.3774119E-02  0.2471343E-16   197.7539     -0.1443290E-13
    873   14.102       198.8541       0.000000        137.1     -0.1063559E-03  0.3820586E-02 -0.1599422E-16   198.8541     -0.2602439E-13
    874   14.141       199.9573       0.000000        137.3      0.1061127E-03  0.3867989E-02  0.5492118E-16   199.9573     -0.2834878E-13
    875   14.180       201.0635       0.000000        137.4     -0.1058703E-03  0.3916354E-02  0.5882959E-16   201.0635      0.3171592E-13
    876   14.219       202.1729       0.000000        137.6      0.1056287E-03  0.3965707E-02 -0.2372278E-16   202.1729     -0.7617271E-14
    877   14.258       203.2852       0.000000        137.8     -0.1053880E-03  0.4016075E-02  0.1294537E-15   203.2852      0.3930366E-13
    878   14.297       204.4006       0.000000        137.9      0.1051480E-03  0.4067486E-02  0.1612908E-16   204.4006     -0.2262270E-13
    879   14.336       205.5191       0.000000        138.1     -0.1049089E-03  0.4119969E-02  0.8545722E-15   205.5191     -0.2047744E-13
    880   14.375       206.6406       0.000000        138.2      0.1046706E-03  0.4173553E-02 -0.7521391E-17   206.6406      0.3330669E-14
    881   14.414       207.7652       0.000000        138.4     -0.1044332E-03  0.4228269E-02  0.8462427E-15   207.7652     -0.1171556E-13
    882   14.453       208.8928       0.000000        138.5      0.1041965E-03  0.4284149E-02  0.5518761E-17   208.8928     -0.7410739E-14
    883   14.492       210.0235       0.000000        138.7     -0.1039606E-03  0.4341227E-02  0.6373356E-17   210.0235     -0.1037365E-13
    884   14.531       211.1572       0.000000        138.9      0.1037255E-03  0.4399537E-02 -0.4995409E-16   211.1572     -0.2952513E-13
    885   14.570       212.2940       0.000000        139.0     -0.1034913E-03  0.4459114E-02  0.9613253E-16   212.2940      0.2782143E-13
    886   14.609       213.4338       0.000000        139.2      0.1032578E-03  0.4519995E-02 -0.2035328E-16   213.4338     -0.3238695E-14
    887   14.648       214.5767       0.000000        139.3     -0.1030251E-03  0.4582218E-02  0.1007839E-15   214.5767     -0.4603779E-13
    888   14.688       215.7227       0.000000        139.5      0.1027932E-03  0.4645823E-02 -0.4987330E-17   215.7227     -0.2049396E-13
    889   14.727       216.8716       0.000000        139.6     -0.1025621E-03  0.4710851E-02 -0.9184272E-18   216.8716      0.2213861E-13
    890   14.766       218.0237       0.000000        139.8      0.1023317E-03  0.4777344E-02  0.1111881E-15   218.0237     -0.8583546E-14
    891   14.805       219.1788       0.000000        140.0     -0.1021021E-03  0.4845347E-02 -0.1192706E-15   219.1788      0.2787694E-13
    892   14.844       220.3369       0.000000        140.1      0.1018733E-03  0.4914906E-02 -0.1082076E-15   220.3369     -0.4355991E-14
    893   14.883       221.4981       0.000000        140.3     -0.1016453E-03  0.4986067E-02 -0.3202985E-15   221.4981     -0.1019664E-13
    894   14.922       222.6624       0.000000        140.4      0.1014180E-03  0.5058882E-02 -0.7070675E-16   222.6624     -0.9603698E-14
    895   14.961       223.8297       0.000000        140.6     -0.1011915E-03  0.5133400E-02 -0.1978953E-14   223.8297     -0.2426871E-13
    896   15.000       225.0000       0.000000        140.7      0.1009658E-03  0.5209676E-02   0.000000       225.0000      0.2943164E-14
    897   15.039       226.1734       0.000000        140.9     -0.1007408E-03  0.5287766E-02 -0.1482087E-14   226.1734     -0.7341350E-14
    898   15.078       227.3499       0.000000        141.1      0.1005165E-03  0.5367726E-02 -0.1289772E-16   227.3499     -0.6384856E-14
    899   15.117       228.5294       0.000000        141.2     -0.1002931E-03  0.5449616E-02  0.5012334E-16   228.5294     -0.3192965E-14
    900   15.156       229.7119       0.000000        141.4      0.1000703E-03  0.5533501E-02 -0.9004340E-16   229.7119     -0.2206890E-13
    901   15.195       230.8975       0.000000        141.5     -0.9984830E-04  0.5619443E-02  0.1909999E-15   230.8975      0.1393437E-13
    902   15.234       232.0862       0.000000        141.7      0.9962703E-04  0.5707512E-02  0.1562747E-16   232.0862      0.6301589E-14
    903   15.273       233.2779       0.000000        141.8     -0.9940649E-04  0.5797777E-02  0.6995274E-16   233.2779      0.1729387E-13
    904   15.312       234.4727       0.000000        142.0      0.9918669E-04  0.5890313E-02 -0.3511538E-16   234.4727     -0.2348336E-13
    905   15.352       235.6705       0.000000        142.2     -0.9896761E-04  0.5985195E-02 -0.1613569E-16   235.6705      0.3913536E-14
    906   15.391       236.8713       0.000000        142.3      0.9874926E-04  0.6082504E-02 -0.3781225E-16   236.8713     -0.2670408E-13
    907   15.430       238.0753       0.000000        142.5     -0.9853163E-04  0.6182323E-02  0.4128338E-16   238.0753      0.2759119E-13
    908   15.469       239.2822       0.000000        142.6      0.9831472E-04  0.6284738E-02 -0.2141272E-16   239.2822     -0.9590625E-14
    909   15.508       240.4922       0.000000        142.8     -0.9809852E-04  0.6389841E-02 -0.3044986E-16   240.4922      0.3870197E-13
    910   15.547       241.7053       0.000000        142.9      0.9788304E-04  0.6497727E-02 -0.4983600E-16   241.7053     -0.2660640E-13
    911   15.586       242.9214       0.000000        143.1     -0.9766827E-04  0.6608493E-02  0.5870555E-15   242.9214      0.8736810E-14
    912   15.625       244.1406       0.000000        143.3      0.9745420E-04  0.6722243E-02 -0.4494652E-17   244.1406     -0.7105427E-14
    913   15.664       245.3629       0.000000        143.4     -0.9724084E-04  0.6839086E-02  0.3928994E-15   245.3629     -0.5851553E-14
    914   15.703       246.5881       0.000000        143.6      0.9702817E-04  0.6959134E-02  0.5822375E-16   246.5881     -0.2514923E-13
    915   15.742       247.8165       0.000000        143.7     -0.9681620E-04  0.7082505E-02  0.7846387E-16   247.8165     -0.1019377E-13
    916   15.781       249.0479       0.000000        143.9      0.9660493E-04  0.7209323E-02  0.9265141E-17   249.0479     -0.1325543E-13
    917   15.820       250.2823       0.000000        144.0     -0.9639435E-04  0.7339717E-02 -0.3298090E-16   250.2823      0.1793171E-13
    918   15.859       251.5198       0.000000        144.2      0.9618445E-04  0.7473823E-02  0.2115042E-16   251.5198      0.9426162E-15
    919   15.898       252.7603       0.000000        144.4     -0.9597524E-04  0.7611783E-02 -0.3929198E-15   252.7603     -0.3303236E-13
    920   15.938       254.0039       0.000000        144.5      0.9576671E-04  0.7753746E-02  0.1142452E-16   254.0039      0.3886317E-14
    921   15.977       255.2505       0.000000        144.7     -0.9555886E-04  0.7899868E-02 -0.6596392E-17   255.2505      0.9632258E-14
    922   16.016       256.5002       0.000000        144.8      0.9535169E-04  0.8050313E-02  0.9217815E-17   256.5002      0.2775558E-15
    923   16.055       257.7530       0.000000        145.0     -0.9514519E-04  0.8205253E-02  0.6048991E-16   257.7530      0.3006251E-13
    924   16.094       259.0088       0.000000        145.1      0.9493936E-04  0.8364868E-02  0.7590692E-16   259.0088     -0.6666705E-15
    925   16.133       260.2676       0.000000        145.3     -0.9473420E-04  0.8529348E-02  0.3294355E-15   260.2676     -0.3332279E-14
    926   16.172       261.5295       0.000000        145.5      0.9452970E-04  0.8698893E-02 -0.6671902E-16   261.5295     -0.8716324E-14
    927   16.211       262.7945       0.000000        145.6     -0.9432586E-04  0.8873713E-02  0.4508238E-15   262.7945     -0.1859785E-13
    928   16.250       264.0625       0.000000        145.8      0.9412268E-04  0.9054028E-02   0.000000       264.0625     -0.1256074E-14
    929   16.289       265.3336       0.000000        145.9     -0.9392016E-04  0.9240072E-02  0.1008535E-14   265.3336     -0.1504706E-13
    930   16.328       266.6077       0.000000        146.1      0.9371829E-04  0.9432089E-02 -0.2797774E-17   266.6077      0.2924677E-14
    931   16.367       267.8848       0.000000        146.2     -0.9351707E-04  0.9630337E-02 -0.9747816E-16   267.8848      0.6557926E-15
    932   16.406       269.1650       0.000000        146.4      0.9331649E-04  0.9835088E-02 -0.1388884E-15   269.1650     -0.2227358E-13
    933   16.445       270.4483       0.000000        146.6     -0.9311657E-04  0.1004663E-01 -0.1740973E-15   270.4483      0.2924677E-14
    934   16.484       271.7346       0.000000        146.7      0.9291728E-04  0.1026527E-01 -0.6662318E-16   271.7346      0.4152995E-14
    935   16.523       273.0240       0.000000        146.9     -0.9271863E-04  0.1049132E-01 -0.2453022E-16   273.0240      0.2356122E-13
    936   16.562       274.3164       0.000000        147.0      0.9252062E-04  0.1072513E-01 -0.1046998E-16   274.3164     -0.2819966E-13
    937   16.602       275.6119       0.000000        147.2     -0.9232324E-04  0.1096705E-01 -0.1409970E-15   275.6119     -0.9669282E-14
    938   16.641       276.9104       0.000000        147.3      0.9212650E-04  0.1121746E-01  0.7472068E-16   276.9104     -0.2161125E-13
    939   16.680       278.2120       0.000000        147.5     -0.9193038E-04  0.1147676E-01  0.2057305E-15   278.2120      0.2262787E-13
    940   16.719       279.5166       0.000000        147.7      0.9173489E-04  0.1174539E-01 -0.2786400E-16   279.5166      0.1648189E-14
    941   16.758       280.8243       0.000000        147.8     -0.9154002E-04  0.1202379E-01  0.2827281E-15   280.8243      0.3836161E-13
    942   16.797       282.1350       0.000000        148.0      0.9134577E-04  0.1231243E-01 -0.6564949E-16   282.1350     -0.2945220E-13
    943   16.836       283.4488       0.000000        148.1     -0.9115214E-04  0.1261184E-01  0.3888620E-15   283.4488      0.8480330E-14
    944   16.875       284.7656       0.000000        148.3      0.9095912E-04  0.1292255E-01 -0.6424422E-17   284.7656      0.1443290E-13
    945   16.914       286.0855       0.000000        148.4     -0.9076672E-04  0.1324514E-01  0.5490639E-15   286.0855     -0.8369106E-14
    946   16.953       287.4084       0.000000        148.6      0.9057492E-04  0.1358022E-01 -0.8917668E-16   287.4084     -0.3413936E-14
    947   16.992       288.7344       0.000000        148.8     -0.9038373E-04  0.1392844E-01 -0.1990595E-15   288.7344     -0.8521096E-14
    948   17.031       290.0635       0.000000        148.9      0.9019315E-04  0.1429051E-01  0.2976315E-18   290.0635     -0.2143984E-14
    949   17.070       291.3956       0.000000        149.1     -0.9000317E-04  0.1466715E-01 -0.1289351E-15   291.3956      0.1475889E-13
    950   17.109       292.7307       0.000000        149.2      0.8981379E-04  0.1505917E-01  0.7746729E-16   292.7307      0.8031703E-14
    951   17.148       294.0689       0.000000        149.4     -0.8962501E-04  0.1546742E-01  0.1029356E-15   294.0689     -0.2825518E-13
    952   17.188       295.4102       0.000000        149.5      0.8943682E-04  0.1589280E-01 -0.2992398E-16   295.4102     -0.1623374E-13
    953   17.227       296.7545       0.000000        149.7     -0.8924922E-04  0.1633628E-01  0.1913512E-15   296.7545      0.3464930E-13
    954   17.266       298.1018       0.000000        149.9      0.8906222E-04  0.1679891E-01  0.7025630E-16   298.1018      0.8472524E-14
    955   17.305       299.4522       0.000000        150.0     -0.8887579E-04  0.1728180E-01  0.7242471E-16   299.4522      0.2443198E-13
    956   17.344       300.8057       0.000000        150.2      0.8868996E-04  0.1778616E-01  0.5226274E-16   300.8057      0.6612900E-14
    957   17.383       302.1622       0.000000        150.3     -0.8850471E-04  0.1831327E-01  0.2270319E-15   302.1622     -0.4371235E-14
    958   17.422       303.5217       0.000000        150.5      0.8832003E-04  0.1886453E-01 -0.2831768E-15   303.5217      0.8867906E-14
    959   17.461       304.8843       0.000000        150.6     -0.8813594E-04  0.1944142E-01 -0.2400640E-14   304.8843     -0.1423861E-13
    960   17.500       306.2500       0.000000        150.8      0.8795242E-04  0.2004558E-01   0.000000       306.2500      0.3857488E-14
    961   17.539       307.6187       0.000000        151.0     -0.8776947E-04  0.2067874E-01 -0.3993092E-15   307.6187     -0.5038174E-14
    962   17.578       308.9905       0.000000        151.1      0.8758709E-04  0.2134278E-01  0.2217428E-15   308.9905      0.7080355E-15
    963   17.617       310.3653       0.000000        151.3     -0.8740528E-04  0.2203975E-01  0.1506831E-16   310.3653      0.1457973E-14
    964   17.656       311.7432       0.000000        151.4      0.8722404E-04  0.2277186E-01  0.1495008E-15   311.7432     -0.7326935E-14
    965   17.695       313.1241       0.000000        151.6     -0.8704335E-04  0.2354152E-01 -0.1222117E-15   313.1241     -0.9436896E-15
    966   17.734       314.5081       0.000000        151.7      0.8686323E-04  0.2435134E-01 -0.3583249E-17   314.5081     -0.4859909E-15
    967   17.773       315.8951       0.000000        151.9     -0.8668367E-04  0.2520415E-01  0.9710867E-16   315.8951      0.9561527E-14
    968   17.812       317.2852       0.000000        152.1      0.8650466E-04  0.2610306E-01  0.2910549E-16   317.2852     -0.9673086E-14
    969   17.852       318.6783       0.000000        152.2     -0.8632621E-04  0.2705145E-01  0.5756338E-16   318.6783      0.1131442E-14
    970   17.891       320.0745       0.000000        152.4      0.8614831E-04  0.2805302E-01  0.5023941E-16   320.0745     -0.1717363E-13
    971   17.930       321.4737       0.000000        152.5     -0.8597096E-04  0.2911182E-01  0.1502628E-16   321.4737      0.2028333E-13
    972   17.969       322.8760       0.000000        152.7      0.8579416E-04  0.3023229E-01 -0.4159506E-16   322.8760      0.5564993E-14
    973   18.008       324.2813       0.000000        152.8     -0.8561790E-04  0.3141933E-01 -0.3995061E-16   324.2813      0.2876879E-13
    974   18.047       325.6897       0.000000        153.0      0.8544218E-04  0.3267829E-01 -0.4429873E-16   325.6897     -0.1658396E-13
    975   18.086       327.1011       0.000000        153.2     -0.8526701E-04  0.3401513E-01  0.5365611E-15   327.1011      0.9282736E-15
    976   18.125       328.5156       0.000000        153.3      0.8509237E-04  0.3543639E-01 -0.8060300E-17   328.5156      0.2081131E-14
    977   18.164       329.9332       0.000000        153.5     -0.8491827E-04  0.3694933E-01  0.5615249E-15   329.9332     -0.6643929E-14
    978   18.203       331.3538       0.000000        153.6      0.8474470E-04  0.3856202E-01 -0.2982933E-16   331.3538     -0.2102351E-14
    979   18.242       332.7774       0.000000        153.8     -0.8457166E-04  0.4028341E-01  0.7594522E-16   332.7774     -0.1034616E-13
    980   18.281       334.2041       0.000000        153.9      0.8439915E-04  0.4212350E-01 -0.1727283E-16   334.2041     -0.2668699E-13
    981   18.320       335.6339       0.000000        154.1     -0.8422717E-04  0.4409346E-01  0.1311055E-15   335.6339      0.1751377E-13
    982   18.359       337.0667       0.000000        154.3      0.8405572E-04  0.4620581E-01 -0.5272195E-16   337.0667      0.3581006E-14
    983   18.398       338.5025       0.000000        154.4     -0.8388479E-04  0.4847460E-01 -0.3639644E-15   338.5025     -0.2530655E-13
    984   18.438       339.9414       0.000000        154.6      0.8371438E-04  0.5091567E-01  0.1089090E-16   339.9414      0.6563925E-14
    985   18.477       341.3834       0.000000        154.7     -0.8354448E-04  0.5354692E-01 -0.3404946E-15   341.3834      0.8397403E-15
    986   18.516       342.8284       0.000000        154.9      0.8337511E-04  0.5638863E-01  0.5288353E-16   342.8284      0.7674685E-14
    987   18.555       344.2764       0.000000        155.0     -0.8320625E-04  0.5946384E-01 -0.3729655E-16   344.2764      0.1627184E-13
    988   18.594       345.7275       0.000000        155.2      0.8303790E-04  0.6279888E-01  0.5375090E-16   345.7275      0.1331560E-13
    989   18.633       347.1817       0.000000        155.4     -0.8287006E-04  0.6642384E-01  0.3333398E-16   347.1817     -0.2067790E-13
    990   18.672       348.6389       0.000000        155.5      0.8270273E-04  0.7037333E-01  0.6525639E-16   348.6389     -0.3552714E-14
    991   18.711       350.0992       0.000000        155.7     -0.8253591E-04  0.7468729E-01 -0.2740192E-15   350.0992      0.1512411E-14
    992   18.750       351.5625       0.000000        155.8      0.8236959E-04  0.7941198E-01   0.000000       351.5625     -0.3678955E-15
    993   18.789       353.0289       0.000000        156.0     -0.8220377E-04  0.8460123E-01  0.9111795E-15   353.0289     -0.1800576E-14
    994   18.828       354.4983       0.000000        156.1      0.8203845E-04  0.9031802E-01  0.5169432E-15   354.4983      0.3444960E-14
    995   18.867       355.9708       0.000000        156.3     -0.8187364E-04  0.9663634E-01  0.3348100E-15   355.9708     -0.4673278E-14
    996   18.906       357.4463       0.000000        156.5      0.8170931E-04  0.1036437     -0.1219748E-15   357.4463     -0.4931785E-14
    997   18.945       358.9249       0.000000        156.6     -0.8154549E-04  0.1114439     -0.9142168E-16   358.9249     -0.4180751E-14
    998   18.984       360.4065       0.000000        156.8      0.8138215E-04  0.1201614     -0.1144407E-15   360.4065      0.5095051E-14
    999   19.023       361.8912       0.000000        156.9     -0.8121930E-04  0.1299457     -0.1269082E-15   361.8912      0.8587887E-15
   1000   19.062       363.3789       0.000000        157.1      0.8105695E-04  0.1409785      0.1973886E-16   363.3789     -0.5551115E-14
   1001   19.102       364.8697       0.000000        157.2     -0.8089508E-04  0.1534813     -0.4801367E-15   364.8697     -0.1144564E-13
   1002   19.141       366.3635       0.000000        157.4      0.8073369E-04  0.1677276     -0.7096737E-16   366.3635     -0.1184129E-13
   1003   19.180       367.8604       0.000000        157.6     -0.8057279E-04  0.1840571      0.5788857E-17   367.8604      0.2346217E-13
   1004   19.219       369.3604       0.000000        157.7      0.8041236E-04  0.2028969     -0.7233753E-16   369.3604      0.4924981E-14
   1005   19.258       370.8633       0.000000        157.9     -0.8025242E-04  0.2247890      0.3499805E-15   370.8633      0.2801749E-13
   1006   19.297       372.3694       0.000000        158.0      0.8009295E-04  0.2504302     -0.6101505E-16   372.3694     -0.2481158E-13
   1007   19.336       373.8785       0.000000        158.2     -0.7993395E-04  0.2807283      0.1685985E-14   373.8785     -0.1045272E-14
   1008   19.375       375.3906       0.000000        158.3      0.7977543E-04  0.3168831     -0.7657440E-17   375.3906      0.9547918E-14
   1009   19.414       376.9058       0.000000        158.5     -0.7961738E-04  0.3605075      0.1865889E-14   376.9058     -0.4502374E-14
   1010   19.453       378.4241       0.000000        158.7      0.7945980E-04  0.4138103     -0.1505850E-15   378.4241      0.6800116E-14
   1011   19.492       379.9454       0.000000        158.8     -0.7930269E-04  0.4798813      0.3490281E-15   379.9454     -0.1126182E-13
   1012   19.531       381.4697       0.000000        159.0      0.7914604E-04  0.5631498     -0.3396316E-16   381.4697     -0.2079573E-13
   1013   19.570       382.9971       0.000000        159.1     -0.7898986E-04  0.6701465      0.5283685E-16   382.9971      0.1397847E-13
   1014   19.609       384.5276       0.000000        159.3      0.7883414E-04  0.8108238     -0.2170870E-15   384.5276      0.7679587E-14
   1015   19.648       386.0611       0.000000        159.4     -0.7867888E-04   1.000957     -0.3020119E-15   386.0611     -0.2712590E-13
   1016   19.688       387.5977       0.000000        159.6      0.7852407E-04   1.266769     -0.4163336E-16   387.5977     -0.4337480E-15
   1017   19.727       389.1373       0.000000        159.7     -0.7836973E-04   1.654478      0.2954136E-16   389.1373      0.3118966E-14
   1018   19.766       390.6799       0.000000        159.9      0.7821583E-04   2.251836     -0.1556145E-16   390.6799      0.2810386E-14
   1019   19.805       392.2256       0.000000        160.1     -0.7806240E-04   3.242532     -0.4419124E-15   392.2256      0.1136944E-13
   1020   19.844       393.7744       0.000000        160.2      0.7790941E-04   5.066314      0.1088395E-17   393.7744      0.9962618E-14
   1021   19.883       395.3262       0.000000        160.4     -0.7775687E-04   9.006582      0.1106138E-15   395.3262     -0.3454535E-13
   1022   19.922       396.8811       0.000000        160.5      0.7760478E-04   20.26449      0.2125204E-15   396.8811      0.4302383E-14
   1023   19.961       398.4390       0.000000        160.7     -0.7745313E-04   81.05720      0.1571727E-14   398.4390     -0.7761220E-14
